Web Description,Bruteforce,DoS,insider,phishing,ransomware,Trojan,Web
"St. Luke’s Medical Center, the covered entity (CE), reported that it was the victim of a cyber-attack that affected the electronic protected health information (ePHI) of 600 individuals. The ePHI involved included birthdates and treatment information. The CE notified HHS, affected individuals, and the media. The CE implemented additional administrative, technical and security safeguards to better protect its ePHI.  OCR provided technical assistance to the CE regarding its Security Rule obligations.",0,0,0,0,0,0,1
"Verity Medical Foundation, the covered entity (CE), reported a breach that occurred when one of its websites, www.sanjosemed.com, was compromised and was being used to distribute malware to website visitors.  The breach affected approximately 9,353 individuals who were patients of the San Jose Medical Group, which joined the CE in 2012.  The types of protected health information (PHI) involved included names, addresses, dates of birth, medical record numbers, and the last 4 digits of credit card numbers.  The CE provided breach notification to HHS, affected individuals, and the media, and also provided substitute notice.  Upon discovery of the breach, the CE immediately disabled the website to prevent incidents such as this occurring in the future.  OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,0,0,1
"The covered entity (CE), Premier Women’s Health Center, discovered on November 2, 2016, that its EHR server had been infected with malware, affecting the electronic protected health information (ePHI) of 13,150 individuals.  Information stored on the affected server included names, addresses, dates of birth, social security numbers, diagnoses/conditions, lab results, medications and other treatment information.  The CE was able to disconnect the server from the network before any data was exfiltrated.  The CE provided breach notification to HHS, to affected individuals, and to the media.  OCR provided technical assistance to the CE regarding media notice and the performance of risk analyses.  In response to the breach, the CE improved technical safeguards on its information system including upgrading firmware and software.  The CE also implemented all new HIPAA policies and re-trained its workforce in May 2017.  It initiated an enterprise-wide risk analysis through the aid of legal counsel.  OCR obtained assurances that the CE implemented the corrective actions listed above. ",0,0,0,0,0,0,1
"A computer virus rendered the covered entity's (CE) computer server inaccessible on October 11, 2016, and an unauthorized third party may have gain unauthorized access via the internet.  The server contained demographic and clinical information and the CE states that there is no evidence that information was taken.  The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, it engaged an outside firm to investigate the activity on the encrypted server, including how the malware was deployed and the potential impact on the CE’s patients.  To prevent future incidents of this nature, the CE improved technical safeguards and strengthened password requirements.  OCR reviewed a copy of the CE’s policies and procedures on uses and disclosures of PHI and safeguards, the CE’s risk assessment, as well as the security measures implemented to address risks and vulnerabilities. OCR obtained assurances that the CE implemented the corrective actions listed.   ",0,0,0,0,0,0,1
"On December 22, 2016, ADVANTAGE Health Solutions, the covered entity (CE), submitted a Breach Report stating that Summit Reinsurance, a reinsurer for the CE, had experienced a data security event. OCR has reviewed the matter, and based on our review, OCR has determined that no violation of the HIPAA laws occurred.",0,0,0,0,0,0,1
"Transactions Application Group, Inc., a business associate (BA) for the covered entity (CE), Community Health Plan of Washington, failed to properly secure a port on a computer network server used for transferring electronic files (a File Transfer Protocol (FTP) server), resulting in an incident of unauthorized access to electronic protected health information (ePHI) maintained at the BA.  The breach affected 381,504 individuals and  included individuals’ names, addresses, dates of birth, social security numbers, and certain coding information related to health care claims. The CE provided breach notification to the affected parties, the media, and HHS, and offered one year of free credit and identity theft monitoring. The CE also implemented additional technical safeguards.  OCR obtained assurances that the CE implemented the corrective actions listed above .",0,0,0,0,0,0,1
"On December 20, 2016, Alliant Health Plans, Inc., the covered entity (CE), submitted a Breach Report stating that Summit Reinsurance, a reinsurer for the CE, had experienced a data security event. OCR has reviewed the matter, and based on our review, OCR has determined that no violation of the HIPAA laws occurred.",0,0,0,0,0,0,1
"Southcentral Foundation (SCF), the covered entity (CE), reported that two SCF employee email accounts were compromised.  The breach affected 14,719 individuals. The types of PHI involved included names, addresses, dates of birth, social security numbers, medical record numbers, clinical information, lab results, medications prescribed, treatment information, and claims information. SCF disabled the accounts to stop any further access.  As a result of the breach, SCF revised its policies and procedures to include additional security measures, strengthened its password requirements, and retrained its staff. The CE provided affected individuals with free credit monitoring. ",0,0,0,0,0,0,1
"On October 18, 2016, an unknown individual logged into one of the covered entity's (CE) computer servers without authorization and installed Troldesh/Shade malware, encrypting files that were stored on the server.  Upon initial review, it appeared that no protected health information (PHI) was contained in the files; however, after further review the CE determined that one of the files contained claims data for 65,000 patients it had transmitted to its clearinghouse. The PHI involved in the breach included patients’ names, dates of birth, addresses, medical record numbers, health diagnosis codes and insurance account numbers.  The CE provided breach notification to HHS, affected individuals, and the media.  In response to OCR’s investigation, the CE revised its Security Rule policies and procedures
",0,0,0,0,0,0,1
OCR learned after opening the case that the organization is not a covered entity.,0,0,0,0,0,0,1
"An unauthorized user obtained remote access to the computer system of the covered entity (CE), Seguin Dermatology. The protected health information (PHI) potentially affected included the names, addresses, dates of birth, and social security numbers of approximately 29,969 individuals. As a result of the breach, the CE improved safeguards, updated its policies and procedures, and trained its workforce members on better practices to protect PHI.  The CE provided breach notification to HHS, affected individuals, and the media. OCR obtained assurances that the CE implemented the corrective actions listed.",0,0,0,0,0,0,1
"Peachtree Orthopaedic Clinic, the covered entity, discovered that there had been an unauthorized intrusion into its computer system. It determined that the intruder may have been able to access the protected health information (PHI) of approximately 531,000 patients. The PHI included names, addresses, dates of birth, Social Security Numbers, and some clinical information. 

The covered entity retained a third party IT security firm to perform a forensic evaluation.  It ended its relationship with the business associate that it concluded was the source of the compromise to its database. The covered entity also implemented several additional technical safeguards, including: a new intrusion detection system, improved its firewall, reset all of its user passwords, upgraded its anti-virus software, including additional monitoring of user activity, and implemented multi-factor authentication for remote users. 

As a result of OCR’s investigation, Peachtree Orthopaedic Clinic also completed a new risk analysis. 

It provided breach notification to HHS, the affected individuals, the media, and on its website. OCR obtained assurances that the covered entity implemented the corrective actions outlined above.  
",0,0,0,0,0,0,1
"A security researcher accessed the covered entity's electronic protected health information (ePHI) due to a vulnerability in a business associate's (BA) data storage system.  The researcher reportedly did not intend to use or disclose the information. The breach affected 1,049 individuals and involved in the breach included names, addresses, birthdates, driver's license numbers, social security numbers, and clinical information such as diagnoses, lab results, and medications. The CE provided breach notification to HHS, affected individuals, and the media.  Following the breach, the BA returned the ePHI to the covered entity. The BA was closing its business at the time of the breach and is now out of business.  OCR obtained a copy of the CE's BA agreement with this BA.  As a result of OCR’s investigation the CE increased its awareness of its responsibilities with respect to its BAs.

",0,0,0,0,0,0,1
"On February 7, 2018, OCR received notification from Integrity Transitional Hospital's Chief Operating Officer that Integrity ceased all healthcare business activities, effective September 1, 2017. OCR verified this information.  Under these circumstances Integrity is no longer a covered entity and is not subject to the requirements of HIPAA.",0,0,0,0,0,0,1
"The Seattle Indian Health Board, the covered entity (CE), reported that on August 10, 2016, it experienced a cyber-security attack to an employee email account. CE determined that electronic Protected Health Information (ePHI) of approximately 793 individuals may have been affected by the breach. The ePHI affected by the breach included patients’ clinical, demographic, and financial information. As a result of discovering the breach, the CE notified affected parties and the media, provided retraining to the responsible workforce member, and provided additional training to other workforce members. The CE provided notification of the breach to the affected individuals via both U.S. Mail, and a message sent through its patient portal, as well as posting a notice about the breach on the homepage of its website. The CE took steps to prevent recurrence of the breach by implementing a company-wide password change and structured password management and control measures, including 90-day password “age” limits. In response to OCR’s investigation,  the, the CE performed an updated Risk Analysis and drafted a corresponding risk management plan, updated relevant policies and procedures and implemented additional information security safeguards. OCR provided additional technical assistance to the CE concerning further periodic risk analyses and updating its risk management plan.",0,0,0,0,0,0,1
"On August 2, 2016, the covered entity (CE), Urgent Care Clinic of Oxford, discovered that its server was hacked by an unauthorized third party.  The CE investigated and  determined that the hackers gained access to the  server through an administrative account set up by the CE’s technology contractor.  The types of protected health information (PHI) involved in the breach included patient names, addresses, dates of birth, driver’s licenses, social security numbers, claims information, diagnoses and conditions, lab results, and medications, affecting approximately 64,000 individuals.  The CE provided breach notification to HHS, affected individuals, and the media.  In response to the breach, the CE immediately shut down its server’s remote access, contacted law enforcement, hired forensic investigators and installed a new network sonic wall to protect its entire system.  OCR provided technical assistance to the CE regarding risk analysis and risk management.  Consequently, the CE altered its policies and procedures to include full monthly testing of its server and a new risk assessment in accordance with OCR’s Security Risk Assessment Tool.  Moreover, the CE retrained its workforce on its updated policies and procedures.  OCR obtained assurances that the CE implemented the corrective actions listed above.  ",0,0,0,0,0,0,1
"King of Prussia Dental Associates’ network server was hacked.  The breach affected the electronic protected health information (ePHI) of 16,768 individuals and included names, dates of birth, social security numbers, and addresses, as well as clinical information.  The covered entity (CE) provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE strengthened its technical safeguards, including its firewalls and anti-virus protection.  OCR reviewed the CE's risk analysis to ensure compliance with the Security Rule.  The CE provided OCR with assurances it would continue to strengthen its technical safeguards. ",0,0,0,0,0,0,1
"An unauthorized person gained access to the covered entity’s (CE) electronic file storage system.  The breach affected 15,478 individuals’ protected health information (PHI) and included patients’ names, addresses, dates of birth, social security numbers, and medical billing information.  Following the breach, the CE completely dismantled the accessed system.  OCR reviewed the CE’s policies and procedures for safeguarding PHI, which conform to the HIPAA Privacy and Security Rules.  The CE provided OCR with assurances that it provided breach notification to affected individuals and the media.",0,0,0,0,0,0,1
"An unauthorized third-party comprised the protected health information (PHI) found in an employee’s email account for a period of three days.  The compromised email account contained the PHI of 3,225 individuals. The types of PHI involved in the breach included full names, home addresses, dates of birth, medical record numbers, diagnoses, and/or treatment information, and the social security numbers of two patients.  The covered entity (CE), Medical College of Wisconsin, provided breach notification to HHS, affected individuals, and the media and also posted a substitute notice.  Following the breach, the CE retained a forensic firm, retrained the employee with the compromised email account, and implemented new safeguards.  OCR obtained written assurances that the CE implemented the actions listed above.",0,0,0,0,0,0,1
"An unauthorized user remotely accessed a workstation computer from the covered entity (CE), Center for Neurosurgical & Spine Disorders, LLC. The types of protected health information (PHI) accessed by the unauthorized user included the names, addresses, phone numbers, social security numbers, medical chart information, and billing information of 824 individuals. Upon discovering the breach, the CE notified the Federal Bureau of Investigation, notified the three major consumer credit reporting agencies, and provided free credit monitoring to affected individuals. The CE provided breach notification to HHS, affected individuals, and the media. Further, the CE improved its technical security posture and retrained staff. OCR obtained assurances that the CE implemented the corrective actions listed. ",0,0,0,0,0,0,1
"On July 1, 2016, Patterson Dental Supply, Inc. a business associate (BA) of the covered entity (CE), Southwest Portland Dental (CE), notified the CE  that between April 2012 and January 2016, unauthorized individuals had gained access to a computer network resources site used by both entities to exchange electronic protected health information (ePHI).  The breach affected 1,980 of the CE’s patients and  the types of ePHI involved included patients’ names, dates of birth and social security numbers.  In response the breach, the CE implemented new HIPAA Privacy and Security policies and procedures. The CE provided written notice of the breach to the affected individuals, prominent media outlets, and to HHS. OCR obtained assurances that the CE performed an updated risk analysis.",0,0,0,0,0,0,1
"Hackers gained access to the covered entity’s (CE) unsecured computer server from April 5, 2016, through April 17, 2016, after its business associate (BA), ProBleu, upgraded its servers and left a port open to the internet. The server contained the protected health information (PHI) of approximately 6,890 individuals, including demographic and clinical information. The CE, Orleans Medical Clinic (OMC), provided breach notification to HHS, affected individuals, and the media on August 19, 2016, and also reported the breach to the Indiana Attorney General’s office and the FBI. To prevent similar breaches from happening in the future, OMC retained Pondurance, a forensic information technology firm. Pondurance concluded that the BA failed to take the necessary steps to secure the CE’s server by implementing the required technical safeguards. The CE terminated its relationship with the BA in July of 2016, created a policy and procedure regarding the Breach Notification requirements, and trained its workforce on its security awareness policies and procedures. OCR provided technical assistance and obtained documented assurances that the CE implemented the corrective actions listed above.",0,0,0,0,0,0,1
"The covered entity (CE), the New York State Office of Mental Health, reported that unauthorized individuals accessed protected health information (PHI) due to a system administrator’s incomplete installation of a web content management platform.  The breach affected 21,880 individuals, and the types of electronic protected health information (ePHI) involved included demographic and clinical information.  The CE provided breach notification to HHS, the media, and the affected individuals (including the offer of one year of identity restoration services at no cost to the affected individuals), and posted notice to its website.  Following the breach, the CE conducted a forensic review, disconnected the applicable computer servers from its network and ensured there were no other internet servers vulnerable to attack.  The CE increased technical, physical and administrative safeguards to enhance network security monitoring and sanctioned its workforce member in connection with the breach incident.  During the investigation, OCR obtained assurances that the CE implemented the corrective actions listed above.  Additionally, the CE is expected to conduct a risk analysis and implement a corresponding remediation plan.",0,0,0,0,0,0,1
"The covered entity (CE), Valley Anesthesiology Consultants, Inc., d/b/a Valley Anesthesiology and Pain Consultants, was acquired by Sheridan Healthcorp, Inc., and became its subsidiary.  A third party may have gained unauthorized access to the CE’s computer systems on March 30, 2016, affecting 88,590 individuals.  The types of electronic protected health information (ePHI) that were potentially accessed included demographic and clinical information.  In response to the breach, the CE immediately disabled the account through which unauthorized access was potentially gained.  A forensics firm investigated the breach and reported that approximately nine additional foreign internet protocol (IP) addresses attempted to use remote desktop protocols to access various parts of the CE’s computer systems using accounts with administrator privileges.  The CE “blacklisted” these IP addresses as the investigation continued in order to allow the firewall to block any attempts to access the electronic health record program through the remote desktop protocol.  The forensics firm also identified fifteen suspicious local accounts and three administration accounts that were potentially compromised.  The CE provided breach notification to HHS, affected individuals, and the media, and posted substitute notice in accordance with the Breach Notification Rule.  OCR provided technical assistance regarding the CE’s obligations to conduct a comprehensive and current security risk analysis and implement a corresponding risk management/mitigation plan to address any findings.  OCR also provided TA regarding the CE’s obligations to document evidence of its implemented security awareness training program, to include training material (not just email reminders), and a record of completion by workforce and management.  Additionally, OCR stated the expectation that the CE clarify why non-ePHI applications are not governed by the same user access review procedures.",0,0,0,0,0,0,1
"Soon after its acquisition by a new parent company, the business associate (BA), Newkirk Products, Inc., learned that, prior to the acquisition, unauthorized individuals had accessed a computer server containing the electronic protected health information (ePHI) of 3,992,270 members of health plans and claims administrators on whose behalf the BA issues member healthcare identification (ID) cards. The ePHI consisted of some combination of the member’s name, mailing address, type of plan, member and group ID number, names of dependents enrolled in the plan, primary care provider, and in some cases, Medicaid ID number, dates of birth and premium invoice information.  The BA provided breach notification to HHS, the media, its health plan clients, and the affected individuals (including the offer of two years of identity protection restoration services at no cost to the affected individuals), and posted notice to its website.  Following the breach, the BA contacted law enforcement and conducted a forensic investigation, and the former parent company decommissioned the affected server.  The BA also set up a new information technology environment, including newly built computer servers and storage, protected by the new parent company’s existing information security controls.  The BA also ensured that only authorized client internet protocol (IP) addresses are permitted entry to the new server and trained its workforce members on HIPAA.  OCR obtained assurances that the BA implemented the corrective actions listed.  Additionally, the BA is expected to conduct a risk analysis, implement a corresponding remediation plan, and ensure the implementation of policies and procedures relating to information system activity review, security incident response and reporting, access and audit controls, and creating/maintaining retrievable exact copies of ePHI.",0,0,0,0,0,0,1
"The covered entity’s (CE) staff discovered that its electronic medical records system was compromised when they could no longer access patient records.  The incident affected approximately 13,237 individuals and involved demographic and financial information.  The CE provided breach notification to HHS, affected individuals, and the media.  Following the incident, the CE conducted an internal investigation and improved its safeguards and encryption methods.  OCR obtained assurances that the CE improved its HIPAA policies and procedures and retrained its employees. ",0,0,0,0,0,0,1
OCR learned after the investigation was opened that the covered entity is no longer a covered entity.,0,0,0,0,0,0,1
"The covered entity (CE), Midwest Orthopedic, reported that it learned of a breach when notified by the Federal Bureau of Investigation (FBI) on May 27, 2016. Based on the information provided by the FBI the CE believes that the weakness or vulnerability that lead to the breach may have been a third party company that had access to the database for patient record transferring purposes. This breach affected the protected health information (PHI) of 29,153 individuals and  included names, addresses, dates of birth, social security numbers, driver’s license numbers and clinical information.  The CE provided breach notification to HHS, affected individuals, and the media. 
To resolve the issues raised in this matter, the CE changed the companies it uses for information technology, billing and electronic medical records.  The new information technology company implemented new internet firewalls and began continuous monitoring of the CE's computer server for unauthorized access to electronic PHI and malware.  The CE also retrained staff on HIPAA.  OCR obtained documented assurances that the CE implemented the corrective action steps listed above..

",0,0,0,0,0,0,1
"The covered entity (CE), Neurology Physicians, reported that in February,  2010, it entered into a medical transcription services agreement with a business associate (BA) located in Bangalore, India that provides dictation and transcription services for the physicians.  On May 23, 2016, a patient discovered the office notes from her visit were viewable online.  The CE learned that the transcribed files were uploaded onto a public Hypertext Markup Language (HTML) folder that was publicly searchable. The breach affected 4,831 individuals and included clinical information. The CE does not have any evidence that transcription files were actually viewed or acquired by any third parties; however, it acted in an abundance of caution in response to the breach due to the potential that the transcription files became publicly searchable at some point between 2010 and 2016, and the inability to determine if any third parties may have viewed the transcription files. To the best of the CE's knowledge, only the two patients who discovered the breach and the individuals involved in the investigation and remediation of the breach on behalf of the CE actually viewed any PHI and did not retain it. OCR reviewed the CE's risk analysis and BA agreements.  The CE terminated its relationship with the BA. The CE stated that it ensured a detailed risk assessment was conducted to identify any vulnerabilities and a gap analysis work plan was developed and worked through to address such vulnerabilities.  Additionally, the CE installed a new server with fully updated security settings and updated its Notice of Privacy Practices. OCR obtained assurances that CE implemented the corrective action listed above.",0,0,0,0,0,0,1
"Malware was installed by cyber-intruders into PrognoCIS, the medical records system of the business associate (BA), Bizmatics, Inc.  The breach affected approximately 2,473 individuals who were patients of the covered entity (CE), Lee Rice D.O. Medical Corporation d/b/a Lifewellness Institute.  The types of protected health information (PHI) involved included full names, addresses, dates of birth, phone numbers, sex, marital status, social security numbers, claims information, diagnoses/conditions, lab results, and medications.  The CE provided breach notification to HHS, affected individuals, and the media and also provided substitute notice.  In response to the breach, the BA notified and cooperated with the FBI in its investigation.  In addition, the BA consulted with an independent cyber-security firm to assess the extent of the breach and to implement additional protective measures to prevent a similar breach from occurring in the future.  OCR obtained assurances that the CE and BA implemented the corrective actions noted above.",0,0,0,0,0,0,1
"On or around May 10, 2016, the covered entity’s (CE) office manager noticed that its computer server was crashing and programs were running slowly.  The CE found that its new patient record management system created and hid an administrative account that was using a very weak and predictable user ID and password.  This administrative account was used to hack the CE’s server.   The protected health information (PHI) on the server included patients’ full names, addresses, telephone numbers, appointment activity, clinical care notes, insurance information and for 51 of these affected individuals, their social security numbers.  Approximately 1,945 individuals were affected by this breach.  The CE provided breach notification to HHS, affected individuals, and the media and offered credit monitoring free of charge for one year.  Following the breach, the CE removed the unauthorized account and application.  The CE retained a forensic expert and provided OCR with a copy of the forensic report.  OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,0,0,1
"Health Incent, the covered entity (CE), discovered on June 8, 2016 that a patient database containing electronic protected health information (ePHI) was available on the internet through web searches.  The breach affected 1,100 individuals and the types of ePHI involved in the breach included patient names, dates of birth, email addresses, and mailing addresses.  The CE provided timely breach notification to HHS, affected individuals, and the media.  The CE successfully contacted all affected individuals who did not receive the initial notification.  In response to the breach, CE sanctioned those responsible for the breach and created a new process for uploading files to its website.  OCR obtained assurances from CE that it implemented the corrective actions noted above.",0,0,0,0,0,0,1
"Hackers caused a breach of protected health information (PHI) at Patterson Dental Supply, Inc., a business associate (BA) of the covered entity (CE), Massachusetts General Hospital. The breach affected the PHI of approximately 4,293 individuals, and included demographic and clinical information.  The CE provided breach notification to HHS, affected individuals, and the media.  OCR’s investigation revealed that the CE and BA had a business associate agreement in place at the time of the breach. OCR reviewed the BA agreement and determined that it appeared to comply with the requirements of the HIPAA Rules.  OCR has opened a separate review of the BA concerning the underlying breach. ",0,0,0,0,0,0,1
"Uncommon Care, P.A., the covered entity (CE), discovered that its business associate (BA), Bizmatics, Inc., was the victim of a computer hacking incident.  The incident resulted in potential unauthorized access to the CE’s electronic medical records stored on Bizmatics’ servers.  The breach affected 13,674 individuals and included patients' addresses, dates of birth, names, social security numbers, diagnoses, test results, medications, and other treatment information.  The CE sent timely breach notification to HHS, to affected individuals, and to the media.  The CE also posted notification about the breach on its website.  In response to the breach, the CE offered one year of free credit monitoring to the affected individuals.  Prior to OCR's investigation, the CE determined that its BA agreement with the BA was not fully executed and entered into an effective BA agreement on June 7, 2016. The CE decided to continue its services contract with the BA and obtained assurances from the BA that improvements have been and will be made to its computer network, servers, and network monitoring activities. OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,0,0,1
"An unauthorized user accessed the covered entity's (CE) computer server several times between March 1, 2016, and March 21, 2016.  The server contained patients’ names, addresses, dates of birth, and social security numbers affecting approximately 31,000 individuals.  The CE, Laser & Dermatologic Surgery Center, provided breach notification to HHS, affected individuals, and the media.  Following the breach, the CE implemented firewall lockdowns that prevented external access into its computer network and decommissioned all of its breached electronic systems.  The CE also completed additional network segmentation by creating a new domain and network, then wiped and rebuilt computer workstations and moved them to a   secure network.  The CE also trained staff on its Security Awareness policies and procedures.  OCR obtained assurances that the CE implemented the corrective actions noted above.",0,0,0,0,0,0,1
"The covered entity (CE) filed a breach report and verified the information in the breach report.  Later, the CE stated it filed the breach report prematurely and there was no breach.  The CE then filed a breach report recanting that a breach had occurred.  Based on the conflicting breach reports filed by the CE, OCR decided to initiate an investigation to determine the CE’s compliance.  The CE provided affidavits signed by its business associate (BA) for the software used to run the practice and where PHI is stored, and its information technology person at CORTCOMP-Cortland Computer.  Both stated that PHI was not accessed or compromised.  OCR obtained and reviewed a copy of the BA agreement with the software vendor, the CE’s policies and procedures related to safeguarding PHI, a risk analysis, and an incident report.",0,0,0,0,0,0,1
"Grace Primary Care, PC, the covered entity (CE), discovered that its business associate (BA), Bizmatics, suffered a malicious cyber-attack to its computer servers, potentially exposing the names, dates of birth, addresses, phone numbers, email addresses, social security numbers, health insurance numbers, diagnoses, and treatment information for  6,853 individuals. In addition, while the CE was completing breach notification requirements, some of the notification letters to the affected individuals were inadvertently mailed to invalid addresses due to a spreadsheet error. The CE recovered all but 135 letters, unopened, and conducted a breach risk assessment. The CE determined that the 135 letters had a low probability of impermissible disclosure, and OCR provided technical assistance to the CE concerning the elements which constitute PHI. The CE provided timely breach notification to the affected individuals, to HHS, and to the media. OCR determined that a BA agreement was in place at the time of the breach and the subsequent investigation. In response to the breach, the CE offered free identity protection services to the affected individuals, and initiated a process of terminating its business relationship with the BA, which is its electronic health records provider. OCR obtained assurances that the CE implemented the corrective actions listed above.  ",0,0,0,0,0,0,1
"The covered entity (CE), Vincent Vein Center, reported that its business associate (BA), Bizmatics, had owned data servers containing the CE's patient information that were accessed by unauthorized persons.  Approximately 2,250 of the CE's patients were affected by the breach. The electronic protected health information (ePHI) involved in the breach included patients' names, addresses, social security numbers, and health visit information. The CE provided breach notification to affected individuals, HHS, and the media. Following the breach, the CE began evaluating the use of alternate electronic medical record and practice management software. As a result of OCR’s investigation and technical assistance, the CE provided written assurances that it will revise and/or implement its relevant breach notification and BA contract policies and procedures in compliance with HIPAA. OCR opened a separate investigation of the BA.",0,0,0,0,0,0,1
"The Vein Doctor, the covered entity (CE), reported a breach incident.  While attempting to follow up on the breach report, OCR discovered that The Vein Doctor had ceased operations and closed its business.  This was verified with the State of Missouri.  As of result, the case was closed.",0,0,0,0,0,0,1
"A hacker gained access to the protected health information (PHI) for 2,385 of the covered entity’s (CE) patients.  The CE’s business associate (BA), Bizmatics, Inc., informed the CE, My Pediatrician, PA, about this incident.  The CE provided breach notification to HHS,  affected individuals, and the media.  The CE also created a website with information about the breach and posted substitute notification about the breach.  To mitigate harm, the CE sent notice of the breach to Equifax, Transunion, and Experian and provided affected individuals with instructions for registering a fraud alert with a credit reporting agency and instructions on how to obtain a free annual credit report.  The CE also trained its staff on HIPAA awareness and retained outside counsel to provide further training and to review its policies.  The CE did not have a BA agreement with the BA at the time of the breach, but entered into an agreement with the BA on July 12, 2016.  OCR obtained assurances that the CE implemented the corrective actions listed above.",0,0,0,0,0,0,1
"One or more hackers attacked the data servers of Bizmatics, a business associate (BA) for the covered entity (CE), ENT & Allergy Center, which resulted in unauthorized access to Bizmatics’ customer records including those of the CE.  Approximately 16,200 patient’s electronic medical records were compromised.  The types of protected health information involved in the breach included demographic and clinical information.   OCR opened an investigation of the CE to determine if the CE complied with the HIPAA Privacy and Security Rules with respect to business associate contracts.   OCR reviewed the business associate agreement between the CE and BA and determined that it appears to be consistent with the requirements of the Privacy and Security Rules.  OCR initiated a separate investigation of Bizmatics.",0,0,0,0,0,0,1
"On April 14, 2016, the covered entity (CE), Stamford Podiatry Group P.C.,  learned that an unauthorized individual(s) had gained privileged access and compromised its computer server between February 2, 2016 and April 14, 2016, including its electronic record database. The breach affected 40,491 individuals and included demographic, financial, and clinical information. OCR reviewed the CE's policies and procedures as relevant to this breach and they  appeared to be in compliance with the Privacy and Security Rule. The CE retrained staff, implemented an upgraded, more secure data backup solution, and enhanced safeguards for its information technology (IT) system, including  completely rebuilding its IT operating environment. The CE implemented new risk management policies and plans, improved its processes for managing and monitoring its vendors, and reduced the amount of PHI and personally identifiable information in its possession. OCR obtained assurances that the CE provided breach notification to affected individuals and the media in accordance with the Breach Notification Rule. ",0,0,0,0,0,0,1
"The covered entity (CE), Integrated Health Solutions (IHS), notified HHS of a potential breach of unsecured electronic protected health information (ePHI) through its business associate (BA), Bizmatics.  Specifically, the BA experienced a hacking or information technology incident which may have exposed up to 19,776 of the CE's patient records.  OCR obtained a copy of the signed BA agreement between the CE and BA.  OCR obtained assurances from the CE that all Security Rule policies and procedures are in place.  This review has been consolidated into another review of this BA.",0,0,0,0,0,0,1
"On March 7, 2016, the covered entity (CE) discovered a malfunction on certain of its computer workstations.  The CE hired a forensic expert who concluded that the CE's server was left vulnerable to access by unauthorized users from November 19, 2015 to March 10, 2016.  The types of protected health information (PHI) on the server included patients’ full names, social security numbers, dates of birth, home addresses, and treatment notes. Approximately 4,082 individuals were affected by the breach.  The CE provided breach notification to HHS, affected individuals, and the media and offered free identity protection for 1 year to the affected individuals.  To prevent a similar breach from happening in the future, the CE installed a new firewall to monitor all incoming and outgoing traffic to and from the server.  It also hired a new IT vendor and Security Rule experts to enhance safeguards.  OCR obtained assurances that the CE implemented the corrective actions listed above. ",0,0,0,0,0,0,1
"An unauthorized user obtained remote access to a workstation located at the covered entity (CE), San Juan County New Mexico. The protected health information (PHI) potentially affected included the names, addresses, health assessments, and clinical information of approximately 12,500 individuals. As a result of the breach, the CE improved safeguards, updated policies and procedures, and provided affected individuals with free credit monitoring. Further, the CE provided breach notification to HHS, affected individuals, and the media. OCR obtained assurances that the CE implemented the corrective actions listed.",0,0,0,0,0,0,1
"An unauthorized user obtained remote access to the computer network located at the covered entity (CE), Medical Colleagues of Texas. The types of protected health information (PHI) involved in the breach included the names, addresses, social security numbers, driver’s license numbers, health insurance information, and medical treatment information of approximately 68,631 individuals.  As a result of the breach, the CE improved safeguards, and updated policies and procedures. Further, the CE provided breach notification to HHS, affected individuals, and the media and provided free credit monitoring to affected individuals. OCR obtained assurances that the CE implemented the corrective actions listed above.
",0,0,0,0,0,0,1
"Family Medicine of Weston, the covered entity (CE), reported that its business associate (BA) was the victim of a cyber-attack that affected the electronic protected health information (ePHI) of 10,700 individuals.  The ePHI involved included names, Social Security numbers, health insurance information, and clinical information.   The CE notified HHS, affected individuals, and the media.  At the time of the breach, the CE did not have a business associate agreement in place with the BA, and had not completed a risk analysis.  OCR provided the CE with technical assistance.  In response to the breach, the CE ceased its business relationship with the BA.",0,0,0,0,0,0,1
"On March 30, 2016, Heartcare Consultants, LLC, the covered entity (CE), discovered that its business associate (BA), Bizmatics, had experienced a cyber-attack potentially exposing the social security numbers, demographic, clinical, and health insurance information of 16,143 individuals. The CE provided breach notification to HHS, affected individuals and the media and provided credit monitoring and identity theft protection to the affected individuals.  At the time of the breach, the CE failed to have in place a BA agreement with the BA.  Following the breach, the CE entered into a BA agreement, revised its HIPAA policies and procedures, and retrained its entire workforce. OCR obtained assurances that the CE implemented the corrective actions listed above. ",0,0,0,0,0,0,1
"Malware infected a business associate (BA), Bizmatics, Inc., and certain electronic systems containing protected health information (PHI) for the covered entity (CE), Lafayette Pain Care, were accessed in 2015.  The breach affected 7,500 individuals’ PHI and included diagnoses/conditions, lab results, medications, and other treatment information.   The CE provided breach notification to HHS, affected individuals, and the media, and also provided substitute notice on its website, established a call center with a toll-free phone number, and provided free credit monitoring and reporting services for one year.  The CE executed a new BA agreement with Bizmatics with provisions regarding the use, disclosure, and safeguarding of PHI and made its Notice of Privacy Practices available on its website.  OCR obtained documented assurances that the CE implemented the corrective actions noted above.",0,0,0,0,0,0,1
